code	Konstanz.Archive.number	URL.number	Basis	Variants	Universal	Universal.short	Universal.shorter	Domain_general	Domain_if_part	Domain_then_part	formal.formula	harmony_status	Details.source	Details.source2	citation.scores	Size..review.of.original.	Bias.in.sample..review.of.original.	Bias.2	Bias.3	Sense..review.of.original.	Implementation..review.of.original.	Implementation..review.of.original..1	main_n	UNCON_Estimate	UNCON_low_95_CI	UNCON_upp_95_CI	UNCON_SIG	fam_n	FAM_Estimate	FAM_low_95_CI	FAM_upp_95_CI	FAM_SIG	COVAR_Estimate	COVAR_low_95_CI	COVAR_upp_95_CI	COVAR_SIG	BT_median_BF	BT_low_95_HDI	BT_upp_95_HDI	BT_HDI_SIG	SPAPHY_median_Estimate	SPAPHY_median_low_95_CI	SPAPHY_median_upp_95_CI	SPAPHY_SIG	supported
0231bKA	231	231	French, Latin, Italian, Spanish (all Italic), Russian, Polish, Church Slavonic, Serbo-Croatian (all Slavic), Ancient Greek (Greek), Hebrew (Semitic, Afro-Asiatic) Source Girard 1747	b	If constituent order is rigid (or if there is no case inflection), then the gradation of adjectives is expressed by function words; if constituent order is flexible (or if there is case inflection), then the gradation of adjectives is expressed inflectionally.	free order | case > gradation adj inflect	free|case > gradation adj infl	broad word order	other	other	(GB070: 1 | GB072: 1) | GB136: 0 >  GB275: 1	NA	Girard 1747	Girard 1747	138	10	European and Semitic languages only	exclusively samples one family or area	exclusively samples one family or area	NA	perfect	perfect	995	0.9635289	0.5774343	1.3684978	SIG	820	1.17144787	-0.04105175	2.507129	NOT SIG	0.969640679	0.06415343	1.954608	SIG	-3.470335	-10.397544	2.462917	NOT SIG	0.951053646	0.037203405	1.970188375	yes	NOT SIG
0232KA	232	232	French, Latin, Italian, Spanish (all Italic), Russian, Polish, Church Slavonic, Serbo-Croatian (all Slavic), Ancient Greek (Greek), Hebrew (Semitic, Afro-Asiatic) Source Girard 1747 as interpreted by Plank (1999)	NA	If constituent order is rigid and there is no case inflection, then there is a definite article, but not vice versa.	rigid order & no case > def Art	rigid & no case > def Art	broad word order	other	other	GB136: 1 & GB070: 0 & GB072: 0 > GB020: 0	NA	Girard 1747, as interpreted in Plank 1999: 15	Girard 1747	138	10	European and Semitic languages only	exclusively samples one family or area	exclusively samples one family or area	NA	perfect	perfect	1587	0.5657684	0.3555114	0.7806864	SIG	1315	0.43532228	-0.59941528	1.3915453	NOT SIG	0.22667279	-0.44757843	0.944899	NOT SIG	-1.5204225	-8.013713	13.548715	NOT SIG	0.255534029	-0.45173865	0.974867412	no	NOT SIG
0237aKA	237	237	Ancient and Modern Greek (both Greek), French, Italian, Latin (all Italic), English, "Gothic" (both Germanic), Classical Armenian (Armenian), Hebrew (Semitic, Afro-Asiatic) Source Smith 1761 [1983], as interpreted in Plank 1992: 44	a	If adjectives inflect for any category, nouns inflect for this category as well.	number Adj > number noun	number adj > number noun	hierarchy	number	number	GB184: 1 > GB041 | GB042 | GB043 | GB044 | GB165 | GB166: 1	NA	Smith 1761 [1983], as interpreted in Plank 1992: 44	Smith 1761 [1983]	191	9	overwhelmingly IE	exclusively samples one family or area	exclusively samples one family or area	NA	OK, we can only test for number, not for other categories adjectives might inflect for	OK	1765	1.822228	1.593873	2.058594	SIG	1493	1.9118613	1.16563498	2.7210599	SIG	1.7745152	1.11565317	2.5357691	SIG	70.2364435	61.699074	82.439855	SIG	1.722944592	1.04006275	2.464002875	yes	SIG
0238aKA	238	238	French, Italian, Spanish, Portuguese, Latin, Breton, Gaelic, English, German, Swedish, Ancient Greek, Polish (all Indo-European), Arabic, Aramaic, Hebrew (all Semitic, Afro-Asiatic), Saami (Uralic), Chinese (Sino-Tibetan), Quechua (Andean) Source Beauz_e 1767	a	If constituent order is rigid, all determined constituents precede their respective determining constituents; in particular, subjects precede their predicates, verbs their complements (objects, prepositional phrases), prepositions their complements (noun phrases), head nouns their attributive adjectives, relative clauses, and complements (prepositional phrases).	rigid order > SV	rigid order > SV	broad word order	word order	word order	GB136: 1 > GB130:1	NA	Beauz_e 1767	Beauz_e 1767	548	15	overwhelmingly IE	bias towards Eurasia	bias towards Eurasia	NA	OK, we can only test a limited subset of the patterns described in this universal	OK	1780	0.8593604	0.6301226	1.0862925	SIG	1476	1.504173108	0.68049868	2.3892272	SIG	1.3657541	0.7809223	2.0566467	SIG	24.932003	18.234603	35.740737	SIG	1.375824976	0.79370895	2.017772625	yes	SIG
0238bKA	238	238	French, Italian, Spanish, Portuguese, Latin, Breton, Gaelic, English, German, Swedish, Ancient Greek, Polish (all Indo-European), Arabic, Aramaic, Hebrew (all Semitic, Afro-Asiatic), Saami (Uralic), Chinese (Sino-Tibetan), Quechua (Andean) Source Beauz_e 1767	c	If constituent order is rigid, all determined constituents precede their respective determining constituents; in particular, subjects precede their predicates, verbs their complements (objects, prepositional phrases), prepositions their complements (noun phrases), head nouns their attributive adjectives, relative clauses, and complements (prepositional phrases)	rigid order > N-Adj	rigid order > N-Adj	broad word order	word order	word order	GB136: 1 > GB193:2	NA	Beauz_e 1767	Beauz_e 1767	548	15	overwhelmingly IE	bias towards Eurasia	bias towards Eurasia	NA	OK, we can only test a limited subset of the patterns described in this universal	OK	1607	0.6073477	0.40913564	0.8145598	SIG	1345	0.3677882	-0.33313123	1.1444273	NOT SIG	0.443219	-0.2050137	1.133275	NOT SIG	12.773957	4.743471	25.539543	NOT SIG	0.456350712	-0.199914438	1.16046025	no	NOT SIG
0238dKA	238	238	French, Italian, Spanish, Portuguese, Latin, Breton, Gaelic, English, German, Swedish, Ancient Greek, Polish (all Indo-European), Arabic, Aramaic, Hebrew (all Semitic, Afro-Asiatic), Saami (Uralic), Chinese (Sino-Tibetan), Quechua (Andean) Source Beauz_e 1767	d	If constituent order is rigid, all determined constituents precede their respective determining constituents; in particular, subjects precede their predicates, verbs their complements (objects, prepositional phrases), prepositions their complements (noun phrases), head nouns their attributive adjectives, relative clauses, and complements (prepositional phrases).	rigid order > N-Rel	rigid order > N-Rel	broad word order	word order	word order	GB136: 1 > GB327: 1	NA	Beauz_e 1767	Beauz_e 1767	548	18	Exclusively Eurasian + Quechua	exclusively samples one family or area	exclusively samples one family or area	NA	OK, we can only test a limited subset of the patterns described in this universal	OK	1376	0.4188531	0.14645223	0.6974509	SIG	1149	0.21272031	-0.67770991	1.2170716	NOT SIG	-0.14774636	-0.774265723	0.4662599	NOT SIG	3.342623	-5.512081	10.057661	NOT SIG	-0.16465708	-0.778525725	0.419421425	no	NOT SIG
0239aKA	239	239	French, Italian, Spanish, Portuguese, Latin, Breton, Gaelic, English, German, Swedish, Ancient Greek, Polish (all Indo-European), Arabic, Aramaic, Hebrew (all Semitic, Afro-Asiatic), Saami (Uralic), Chinese (Sino-Tibetan), Quechua (Andean) Source Beauz_e 1767	a	If constituent order is free, all potentially declinable kinds of nominal words in relationships of determination – nouns, pronouns, adjectives (including articles) – are declined at least for case, the cardinal relational category, but presumably for number and gender as well.	free order >  case noun|pronoun	free order >  case noun|Pron	broad word order	free order	case	GB136:0 > GB070|GB072: 1 & GB071|GB073: 1	NA	Beauz_e 1767	Beauz_e 1767	548	18	Exclusively Eurasian + Quechua	exclusively samples one family or area	exclusively samples one family or area	NA	perfect	perfect	1579	0.6090715	0.4062283	0.8084425	SIG	1300	0.185573641	-0.75750294	1.0085237	NOT SIG	0.14238645	-0.48597512	0.6786075	NOT SIG	11.3603135	3.426393	21.958032	NOT SIG	0.154500613	-0.50238205	0.695078425	no	NOT SIG
0239bKA	239	239	French, Italian, Spanish, Portuguese, Latin, Breton, Gaelic, English, German, Swedish, Ancient Greek, Polish (all Indo-European), Arabic, Aramaic, Hebrew (all Semitic, Afro-Asiatic), Saami (Uralic), Chinese (Sino-Tibetan), Quechua (Andean) Source Beauz_e 1767	b	If constituent order is free, all potentially declinable kinds of nominal words in relationships of determination – nouns, pronouns, adjectives (including articles) – are declined at least for case, the cardinal relational category, but presumably for number and gender as well.	free order > number noun adj art	free > num noun adj art	broad word order	free order	number	GB136:0 > GB186: 1 & GB184: 1 & (GB042|GB043|GB044|GB165|GB166:1)	NA	Beauz_e 1767	Beauz_e 1767	548	18	Exclusively Eurasian + Quechua	exclusively samples one family or area	exclusively samples one family or area	NA	perfect	perfect	1386	-0.3084266	-0.7608636	0.1367634	NOT SIG	1154	-0.248724848	-1.3438536	0.861441	NOT SIG	-0.23628876	-1.29061319	0.6868987	NOT SIG	-3.4242915	-7.536225	1.693292	NOT SIG	-0.163791957	-1.172147625	0.795819625	no	NOT SIG
0239cKA	239	239	French, Italian, Spanish, Portuguese, Latin, Breton, Gaelic, English, German, Swedish, Ancient Greek, Polish (all Indo-European), Arabic, Aramaic, Hebrew (all Semitic, Afro-Asiatic), Saami (Uralic), Chinese (Sino-Tibetan), Quechua (Andean) Source Beauz_e 1767	c	If constituent order is free, all potentially declinable kinds of nominal words in relationships of determination – nouns, pronouns, adjectives (including articles) – are declined at least for case, the cardinal relational category, but presumably for number and gender as well.	free order > gender (pro)noun adj art	free > gen (pro)noun adj art	broad word order	free order	gender	GB136:0 > GB170: 1 & GB172: 1 & (GB051|GB052|GB053|GB054|GB192|GB321: 1)	NA	Beauz_e 1767	Beauz_e 1767	548	18	Exclusively Eurasian + Quechua	exclusively samples one family or area	exclusively samples one family or area	NA	perfect	perfect	1549	-0.2523176	-0.744112	0.2202781	NOT SIG	1292	-0.99189593	-2.44313941	0.2624604	NOT SIG	-0.48253129	-1.52390884	0.6006956	NOT SIG	-6.426455	-11.1604	-0.559625	NOT SIG	-0.37605733	-1.439121375	0.676062575	no	NOT SIG
0240aKA	240	240	languages mentioned in Gabelentz 1894 Source Gabelentz 1894	a	If a language has ergative case marking, it will with far more than chance frequency also have divergent ordering of genitive and adjective attributes (with genitives preceding and with adjectives following their head nouns); if it has divergent genitive and adjective ordering, it will [supposedly with somewhat lower frequency] also have ergative case marking.	ergative case > Gen-N & N-Adj	ergative case > Gen-N & N-Adj	broad word order	case	word order	GB409:1 > GB065:1 & GB193:2	NA	NA	unknown source4	877	NA	NA	NA	NA	NA	perfect	perfect	1485	0.4113225	0.1280314	0.6917003	SIG	1244	-0.02422321	-1.52128569	1.3565893	NOT SIG	0.1344383	-1.15732319	1.2756951	NOT SIG	-10.4121715	-16.856211	2.019643	NOT SIG	0.170884028	-1.033010625	1.297137125	no	NOT SIG
0245aKA	245	245	French, Italian, Spanish, Portuguese, Latin, Breton, Gaelic, English, German, Swedish, Ancient Greek, Polish (all Indo-European), Arabic, Aramaic, Hebrew (all Semitic, Afro-Asiatic), Saami (Uralic), Chinese (Sino-Tibetan), Quechua (Andean) Source Beauz_e 1767, as interpreted in Plank 1999: 20	a	If constituent order is free without limits, then nominal words are inflected, but not vice versa; if constituent order is rigid without inversions, then there is no nominal inflection, but again not vice versa.	free order > inflection nouns	free order > infl noun	broad word order	free order	inflection	GB136:0 > sum(GB070:1,GB072:1,GB042:1,GB043:1,GB044:1,GB046:1,GB165:1,GB166:1) > 0	NA	Beauz_e 1767, as interpreted in Plank 1999: 20	Beauz_e 1767	548	18	Exclusively Eurasian + Quechua	exclusively samples one family or area	exclusively samples one family or area	NA	OK, possibily Grambank doesn"t capture all categories nouns could inflect for	OK	1834	0.4000988	0.1830147	0.616362	SIG	1522	0.5264492	-0.13463333	1.19972181	NOT SIG	0.5021373	0.046511559	0.9867372	SIG	-0.076166	-8.066368	4.127145	NOT SIG	0.523590973	0.070772248	1.039321875	yes	NOT SIG
0245bKA	245	245	French, Italian, Spanish, Portuguese, Latin, Breton, Gaelic, English, German, Swedish, Ancient Greek, Polish (all Indo-European), Arabic, Aramaic, Hebrew (all Semitic, Afro-Asiatic), Saami (Uralic), Chinese (Sino-Tibetan), Quechua (Andean) Source Beauz_e 1767, as interpreted in Plank 1999: 20	b	If constituent order is free without limits, then nominal words are inflected, but not vice versa; if constituent order is rigid without inversions, then there is no nominal inflection, but again not vice versa.	rigid order & no inversion > no inflection nouns	rigid & no inv > no infl noun	broad word order	rigid order	inflection	GB136:1 & GB260:0 > sum(GB070:1,GB072:1,GB042:1,GB043:1,GB044:1,GB046:1,GB165:1,GB166:1) = 0	NA	Beauz_e 1767, as interpreted in Plank 1999: 20	Beauz_e 1767	548	18	Exclusively Eurasian + Quechua	exclusively samples one family or area	exclusively samples one family or area	NA	OK, probably we don"t capture "inversion" fully	OK	878	0.33058799	0.000865338	0.6505964	SIG	705	0.27628319	-0.67079813	1.3170509	NOT SIG	0.2405745	-0.59565237	0.9873544	NOT SIG	-3.558766	-6.323601	0.849225	NOT SIG	0.271663336	-0.504930563	0.987385638	no	NOT SIG
0247KA	247	247	Afro-Asiatic, Indo-European, Kartvel families Source Palmaitis 1978: 27-38	NA	The presence of the category of gender is connected with the development of the morphological opposition of nominative/accusative. In those systems where the special form of accusative is attested, the category of gender exists.	accusative > gender	accusative > gender	other	case	gender	GB408:1 > GB030|GB051|GB052|GB053|GB054|GB192|GB196|GB197|GB321:1	NA	Palmaitis 1978: 27-38	Palmaitis 1978	3	13	Samples almost explusively Semitic and Kartvelian	exclusively samples one family or area	exclusively samples one family or area	Nichols (1992: 4.3) discusses a correlation between accusative alignment and gender systems, can be seen as a follow-up study.	OK, here we can test for accusative alignment but not for "special" form of accusative (whatever that means)	OK	1617	-0.06479473	-0.2674688	0.13585101	NOT SIG	1363	-0.1098024	-0.78829359	0.5781957	NOT SIG	-0.10626965	-0.676275575	0.4617937	NOT SIG	0.4065475	-6.95486	12.405539	NOT SIG	-0.158022839	-0.725876425	0.39214775	no	NOT SIG
0260KA	260	260	different language families in Klimov 1973 Source Klimov 1973: 99	NA	In ergative languages personal conjugation is of prefixal or prefix-suffixal nature.	ergative > prefixal personal conjugation	ergative > pref pers conj	other	case	other	GB409:1 > GB090:1 | GB092:1 | GB094:1	NA	Klimov 1973: 99	Klimov 1973	1	2	not really, just small	NA	NA	NA	not great, here we are probably testing a too strict version of the universal, as we cannot implement languages with both prefixes and suffixes, as this would include solely suffixal languages too.	less than OK	1609	-0.397099	-0.6479572	-0.1456441	SIG	1359	-1.00333534	-2.86279324	0.5653053	NOT SIG	-0.189331	-1.51997202	1.002526	NOT SIG	-15.4733635	-22.371407	-7.282036	NOT SIG	-0.200627087	-1.511407875	0.9954366	no	NOT SIG
0276KA	276 (used to be 277 in the old version)	277	unspecified Source Uspensky 1968: 8 [Uspensky 1972: 60]; VardulÕ 1969, referring to Uspensky	NA	If there is a regular number distinction in the forms of the adjective or of the verb, there is the same distinction in the forms of the noun of  the given language.	number (adjective | verb) > number (noun)	num (adj|verb) > num (noun)	hierarchy	number	number	GB184:1 > GB042|GB043|GB044|GB165|GB166: 1	NA	Uspensky 1968: 8 [Uspensky 1972: 60]; VardulÕ 1969, referring to Uspensky	VardulÕ 1969	2	NA	NA	NA	NA	Nichols (1992: 4.4) is a follow-up study	OK, we cannot include anything to capture "regular number distinctions on the verb"	OK	1765	1.782343	1.563827	2.015033	SIG	1493	1.8681132	1.10119501	2.7336046	SIG	1.7395683	1.05509055	2.4943504	SIG	68.355472	58.938994	80.597001	SIG	1.680802279	0.980705838	2.42630175	yes	SIG
0320KA	320 (used to be 321 in the old version)	321	languages surveyed in Kozinsky 1981 Source Kozinsky 1981	NA	If personal pronouns have an opposition of the syntactic forms of nominative and accusative, then this opposition is relevant for nouns as well.	nom/acc pronouns > nom/acc nouns	nom/acc pron > nom/acc noun	hierarchy	case	case	GB071:1 & GB408: 1 > GB070:1	NA	Kozinsky 1981	Kozinsky 1981	9	120	The sample might have been baised because according to the review, Kozinsky took different languages into the sample without necessarily caring about genera, areas, of families.	NA	NA	NA	perfect	perfect	1529	2.32324	2.08414	2.573523	SIG	1281	3.2651621	1.69141961	5.04658469	SIG	3.52973573	2.07727236	5.183896	SIG	92.208398	82.67773	104.403625	SIG	3.647812903	2.142038	5.265571625	yes	SIG
0328KA	328 (used to be 329 in the old version)	329	languages surveyed in Kozinsky 1981 Source Kozinsky 1981	NA	If a verb agrees with a subject in prefix, then verbs have affixes or clitics which agree with the direct object.	verb agr S prefix > verb agr P	verb agr S prefix > verb agr P	hierarchy	agreement	agreement	GB092:1 > GB093:1|GB094:1	NA	Kozinsky 1981	Kozinsky 1981	9	120	The sample might have been baised because according to the review, Kozinsky took different languages into the sample without necessarily caring about genera, areas, of families.	NA	NA	NA	OK, we are assuming only the transitive agent and not the intransitive subject is meant	OK	2044	2.028518	1.815391	2.238422	SIG	1733	2.70741321	1.5512764	3.9867313	SIG	3.5178719	1.97997707	5.4153423	SIG	87.4671225	77.042735	102.325034	SIG	3.480281489	2.1258945	5.105568375	yes	SIG
0331aKA	331 (used to be 332 in the old version)	332	languages surveyed in Kozinsky 1981 Source Kozinsky 1981	a	If the prefix position is the only possible one for a subject-affix, then  the object-affix also occupies this position in all forms (with the  exception of Wolio) or at least in some of them (no exceptions).	s prefix > o prefix & no  o suffix (strong)	S pref > O pref & no O suff (strong)	hierarchy	agreement	agreement	(GB092:1 & GB091:0) > (GB094:1 & GB093:0)	NA	Kozinsky 1981	Kozinsky 1981	9	120	The sample might have been baised because according to the review, Kozinsky took different languages into the sample without necessarily caring about genera, areas, of families.	NA	NA	NA	OK, this is a strong implementation of the universal; we are assuming only the transitive agent and not the intransitive subject is meant	OK	2030	-0.3136023	-0.5298212	-0.1039066	SIG	1720	0.61643217	-0.85407866	2.3952255	NOT SIG	0.6277755	-0.8945988	2.4990869	NOT SIG	-10.547209	-16.863025	-0.381736	NOT SIG	0.560069354	-1.004791	2.31838075	no	NOT SIG
0331bKA	331 (used to be 332 in the old version)	332	languages surveyed in Kozinsky 1981 Source Kozinsky 1981	b	If the prefix position is the only possible one for a subject-affix, then  the object-affix also occupies this position in all forms (with the  exception of Wolio) or at least in some of them (no exceptions).	s prefix > o prefix | o suffix (weak)	S pref > O pref | O suff (weak)	hierarchy	agreement	agreement	(GB092:1 & GB091:0) > GB094:1	NA	Kozinsky 1981	Kozinsky 1981	9	120	The sample might have been baised because according to the review, Kozinsky took different languages into the sample without necessarily caring about genera, areas, of families.	NA	NA	NA	OK, this is a weak implementation of the universal; we are assuming only the transitive agent and not the intransitive subject is meant	OK	2043	1.534153	1.316655	1.752224	SIG	1740	1.6999569	-0.22954755	3.5005643	NOT SIG	3.2773872	1.265624	5.6123585	SIG	30.4126915	19.19108	49.914484	SIG	3.201911883	1.007676788	5.48479675	yes	SIG
0332KA	332 (used to be 333 in the old version)	333	languages surveyed in Kozinsky 1981 Source Kozinsky 1981	NA	If the suffix position is the only possible one for an object-affix,  then the subject-affix also occupies this position at least in some  cases.	o suffix > s suffix	o suffix > s suffix	hierarchy	agreement	agreement	GB094:0 & GB093:1 > GB091:1	NA	Kozinsky 1981	Kozinsky 1981	9	120	The sample might have been baised because according to the review, Kozinsky took different languages into the sample without necessarily caring about genera, areas, of families.	NA	NA	NA	OK, we are assuming only the transitive agent and not the intransitive subject is meant	OK	2036	0.804565	0.6081577	1.00156	SIG	1726	2.68867038	1.11695296	4.3751358	SIG	2.8089512	1.4028397	4.35702995	SIG	18.583835	10.288717	33.53384	SIG	2.869760646	1.377289	4.449505375	yes	SIG
0344KA	344 (used to be 345 in the old version)	345	languages surveyed in Kozinsky 1981 Source Kozinsky 1981	NA	If the order VS is dominant with transitive verbs, then it will be dominant with intransitive verbs as well.	VS (trans. verb) > VS (intrans. verb)	VS (tr. verb) > VS (intr. verb)	narrow word order	other	other	GB131:1 > GB130:2	NA	Kozinsky 1981	Kozinsky 1981	9	120	The sample might have been baised because according to the review, Kozinsky took different languages into the sample without necessarily caring about genera, areas, of families.	NA	NA	NA	OK, we don"t track the order of S and O in our implementation; so we might miss out on OVS languages (which are verb-medial)	OK	2070	4.526317	4.151477	4.9118	SIG	1745	6.03382055	4.39006936	7.9075929	SIG	5.0793174	3.97032381	6.3822506	SIG	195.422171	184.140077	212.905222	SIG	4.991401003	3.839545375	6.300148375	yes	SIG
0356KA	356 (used to be 357 in the old version)	357	languages surveyed in Kozinsky 1981 Source Kozinsky 1981	NA	In the languages where the verb agrees with subject and object, if forms  like V-s are the only possible ones, then the dominant order is SV.	verb agree S&P suffixal > SV	verb agr S&P suff > SV	broad word order	agreement	word order	(GB091:1 & GB092:0) & (GB093:1 | GB094:1) > (GB132:1 | GB133:1)	NA	Kozinsky 1981	Kozinsky 1981	9	120	The sample might have been baised because according to the review, Kozinsky took different languages into the sample without necessarily caring about genera, areas, of families.	NA	NA	NA	OK, we only capture position of subject of transitive sentence, as for SV, with this implementation we are also including OVS languages	OK	1945	-0.1214438	-0.4734424	0.2374411	NOT SIG	1627	-0.32989206	-1.84128607	1.1245535	NOT SIG	-0.000787912	-1.36476764	1.4986747	NOT SIG	-10.1626745	-14.515086	9.031385	NOT SIG	-0.053177902	-1.5161425	1.438921625	no	NOT SIG
0357KA	357 (used to be 358 in the old version)	358	languages surveyed in Kozinsky 1981 Source Kozinsky 1981	NA	If in a dominant word order VS the only possible forms are the forms of the V-s conjugation, then the forms like V-o are also the only possible ones.	VS & suffixal verb agree S > suffixal verb agree P	VS & suff agr S > suff agr P	broad word order	other	other	GB131:1 & GB132:0 & GB133:0 & GB091:1 & GB092:0 > GB093: 1 & GB094:0	NA	Kozinsky 1981	Kozinsky 1981	9	120	The sample might have been baised because according to the review, Kozinsky took different languages into the sample without necessarily caring about genera, areas, of families.	NA	NA	NA	OK, we are assuming only the transitive agent and not the intransitive subject is meant; our implementation is perhaps too strong, as it doesn"t state that there HAS to be agreement with P	OK	1942	1.373978	0.8776724	1.899819	SIG	1624	1.59789598	-0.68015454	3.8478493	NOT SIG	1.9185577	-0.15250403	3.998108	NOT SIG	7.679785	-0.221611	21.273047	NOT SIG	1.943410043	-0.108756988	4.01584125	no	NOT SIG
0365KA	365 (used to be 366 in the old version)	366	languages surveyed in Kozinsky 1981 Source Kozinsky 1981	NA	If the verb agrees with the subject and object and there is at least one o-V form, then the dominant order is SV.	verb agree S & prefixal verb agree P > SV	agr S & pref verb P > SV	broad word order	other	other	GB094:1 & (GB091:1 | GB092:1) > (GB132:1 | GB133:1) & GB131:0	NA	Kozinsky 1981	Kozinsky 1981	9	120	The sample might have been baised because according to the review, Kozinsky took different languages into the sample without necessarily caring about genera, areas, of families.	NA	NA	NA	OK, we only capture position of subject of transitive sentence, as for SV, with this implementation we are also including OVS languages	OK	1955	0.04173649	-0.2382021	0.3364789	NOT SIG	1644	-0.5535614	-2.06936608	0.9798169	NOT SIG	-0.11266802	-1.20083015	1.0557196	NOT SIG	-15.482859	-24.467028	-4.27622	NOT SIG	-0.032657681	-1.165482625	1.1373985	no	NOT SIG
0386KA	386 (used to be 387 in the old version)	387	Russian (E. Slavic, Indo-European), Japanese (Japanese-Ryukyuan), Vietnamese (Mon-Khmer, Austro-Asiatic) Source Moravcsik 1994a: 36	NA	If a language has nominal inflection, it also has verbal inflection.	nominal inflection > verbal inflection	nominal infl > verbal infl	hierarchy	inflection	inflection	sum(GB042:1, GB043:1, GB044:1, GB165:1, GB166:1, GB430:1, GB431:1, GB432:1, GB433:1) > 0 > sum(GB119:1, GB120:1, GB121:1, GB298:1, GB089:1, GB090:1, GB091:1, GB092:1, GB093:1, GB094:1, GB082:1, GB083:1, GB084:1,  GB312:1, GB086:1, GB107:1, GB108:1, GB103:1, GB104:1) > 0	NA	Moravcsik 1994a: 36	Moravcsik 1994a	41	3	Typologically diverse languages	NA	NA	NA	OK, not sure if this implentation is too weak;  other forms of nominal or verbal inflection could be included but Grambank doesn"t code for them	OK	2225	2.5366086	2.170136	2.9132267	SIG	1894	2.64993459	1.56712334	3.9267344	SIG	2.2772629	1.49464774	3.0872022	SIG	56.5350375	48.046398	70.467306	SIG	2.302989131	1.526206625	3.090415625	yes	SIG
0423KA	423 (used to be 424 in the old version)	424	sample of 350 languages in Hawkins 1983 Source Hawkins 1979: 629; Hawkins 1983: 74	NA	If a language has Prep word order, then if the verb position is not SOV, the relative clause follows the noun.	Adp-N & no SOV > N-Rel	Adp-N & no SOV > N-Rel	narrow word order	word order	word order	GB074:1 & GB133:0 > GB327:1	NA	Hawkins 1979: 629; Hawkins 1983: 74	Hawkins 1983	1821	350	yes, definitely biased towards Eurasia	bias towards Eurasia	bias towards Eurasia	NA	OK, OSV languages are included as Grambank doesn"t have information on the order of subject and object	OK	1469	2.728495	2.329612	3.163391	SIG	1250	2.58326438	0.1032534	5.4798806	SIG	3.009604	1.1742619	5.1299631	SIG	31.5426155	23.012596	44.932227	SIG	3.131014894	1.23663225	5.16442475	yes	SIG
0439KA	439 (used to be 440 in the old version)	440	sample of Nichols 1992 Source Nichols 1992: 113	NA	Non-accusative alignment may be associated with verb-initial order.	non-accusative alignment > V-initial	non-acc align > V-initial	broad word order	other	word order	GB408:0 & GB409:1 > GB131:1 & GB132:0 & GB133:0	NA	Nichols 1992: 113	Nichols 1992	2079	174	Not significantly: global sample intended to be balanced for genealogy and geography	no bias	no bias	Nichols notes: "The putative correlation cannot be distinguished from an accident of geography" ... in other words, she was skeptical!	perfect	perfect	1516	0.3289564	-0.07621909	0.7142753	NOT SIG	1274	0.14090528	-2.31460528	1.9299397	NOT SIG	-0.1641517	-2.2207106	1.3394457	NOT SIG	4.0763445	-1.893026	12.047717	NOT SIG	-0.130974617	-2.048323875	1.306601125	no	NOT SIG
0446KA	446 (used to be 447 in the old version)	447	sample of Rijkhoff 1992: ch.9 Source Rijkhoff 1992: 249	NA	If a language has Verb-final (rigid, or non-rigid) or free word order as (one of) its basic word order(s), then it has postpositions or case affixes.	V-final | free > N-Adp | case	V-final | free > N-Adp | case	broad word order	other	other	GB133:1 | GB136:0 > GB070:1|GB075:1	NA	Rijkhoff 1992: 249	Rijkhoff 1992	71	50	no bias	no bias	no bias	NA	OK,  unclear if both core and oblique case markers should be considered	OK	1602	2.1351368	1.9100463	2.3626598	SIG	1314	2.790143207	1.40430401	4.2946501	SIG	1.82305767	0.59850704	3.1181094	SIG	69.512395	62.210866	84.359897	SIG	1.964717457	0.732808713	3.248980125	yes	SIG
0454KA	454 (used to be 455 in the old version)	455	75 languages surveyed in Ultan 1978e Source Ultan 1978e: 36	NA	Personal possessive prefixes always imply a GN order, but not the converse; for  personal possessive suffixes there is no such rule. Alternative formulation Ultan 1978: 26: "An examination of the 12 languages in the sample having inalienable pronominal prefixes shows that all have a GN constituent order in possessive constructions. In other words, a prefix implies a constituent order of GN in cases of inalienable possession by pronominal affix."	inalienable possessive prefixes > Gen-N	inalien poss pref > Gen-N	broad word order	other	word order	GB431:1 & GB059:1 > GB065:1	NA	Ultan 1978e: 36	Ultan 1978e	118	75	bias towards Eurasia	bias towards Eurasia	bias towards Eurasia	It"s not clear to me that Ultan intended this to be restricted to inalienable possession. The description on p.26 goes on to say, "The above statement is further confirmed by the fact that all the languages sampled with pronominal prefixes (i.e. including not only inalienable prefixes) have GN orders."	not great, we focus on languages that have an alienable/inalienable distinction AND possessive prefixes. This would not necessarily identify inalienable possessive prefixes, as it was intended to do, but that"s a moot point since Ultan doesn"t seem to think this is restricted to inalienable possession.	less than OK	1407	0.4823292	0.1608897	0.7946385	SIG	1181	-0.05347512	-1.27003246	1.1190766	NOT SIG	-0.233330964	-1.22658569	0.672329	NOT SIG	-7.925467	-26.101856	17.497973	NOT SIG	-0.165032506	-1.11459325	0.67963595	no	NOT SIG
