"term"	"Estimate"	"Est.Error"	"l-95% CI"	"u-95% CI"	"Rhat"	"Bulk_ESS"	"filename"	"universal_code"	"crosszero"	"brms_support"	"Domain_general"	"Universal.shorter"
"fixed_V3"	1.104096334	0.11707592	0.87639801	1.3342949	1.000308	3224.665	"results/0964aKA/brms.single/summary_clean_uncontrolled.txt"	"0964aKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"VO ⇒ Art-N"
"fixed_intercept"	1.250158	0.0631649	1.1253873	1.373965	1.000223	3551.373	"results/0964bKA/brms.single/summary_clean_uncontrolled.txt"	"0964bKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"OV ⇒ N-Art"
"fixed_V3"	0.835478	0.1599216	0.5291606	1.153753	1.001014	2928.197	"results/0964bKA/brms.single/summary_clean_uncontrolled.txt"	"0964bKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"OV ⇒ N-Art"
"fixed_intercept"	-1.163894	0.1031615	-1.3681059	-0.9642575	1.001625	2449.401	"results/0982KA/brms.single/summary_clean_uncontrolled.txt"	"0982KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"loc compa ⇒ SOV|VSO"
"fixed_V3"	0.66967	0.1356545	0.4058738	0.9386832	1.00269	2564.336	"results/0982KA/brms.single/summary_clean_uncontrolled.txt"	"0982KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"loc compa ⇒ SOV|VSO"
"fixed_intercept"	-1.485063	0.09809143	-1.676486	-1.297808	1.001378	2733.31	"results/0983KA/brms.single/summary_clean_uncontrolled.txt"	"0983KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"exceed compa ⇒ SVO"
"fixed_V3"	1.617059	0.13551972	1.352121	1.881401	1.003964	2676.688	"results/0983KA/brms.single/summary_clean_uncontrolled.txt"	"0983KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"exceed compa ⇒ SVO"
"fixed_intercept"	-1.426322	0.1162727	-1.661237	-1.205224	1.002818	2622.716	"results/1027aKA/brms.single/summary_clean_uncontrolled.txt"	"1027aKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"VO -⇒ nomorph tense | no case"
"fixed_V3"	2.165561	0.130624	1.919395	2.42359	1.00185	2750.079	"results/1027aKA/brms.single/summary_clean_uncontrolled.txt"	"1027aKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"VO -⇒ nomorph tense | no case"
"fixed_intercept"	-1.155214	0.1060657	-1.35852	-0.9520004	1.000832	3077.275	"results/1027bKA/brms.single/summary_clean_uncontrolled.txt"	"1027bKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"no morph tense -⇒ no case | VO"
"fixed_V3"	1.445055	0.1192838	1.208555	1.6765756	1.0008	3291.626	"results/1027bKA/brms.single/summary_clean_uncontrolled.txt"	"1027bKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"no morph tense -⇒ no case | VO"
"fixed_intercept"	-0.788783	0.09383064	-0.9777106	-0.6098841	1.000225	3167.229	"results/1027cKA/brms.single/summary_clean_uncontrolled.txt"	"1027cKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"no case ⇒ no morph tense | VO"
"fixed_V3"	2.171784	0.11736683	1.9441643	2.4097542	1.000365	3079.512	"results/1027cKA/brms.single/summary_clean_uncontrolled.txt"	"1027cKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"no case ⇒ no morph tense | VO"
"fixed_intercept"	1.239098	0.08782913	1.0718738	1.4143486	1.000891	4163.87	"results/1028aKA/brms.single/summary_clean_uncontrolled.txt"	"1028aKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"OV -⇒ morph tense | case"
"fixed_V3"	0.341378	0.11544239	0.1182842	0.5695209	1.000654	3682.679	"results/1028aKA/brms.single/summary_clean_uncontrolled.txt"	"1028aKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"OV -⇒ morph tense | case"
"fixed_intercept"	-0.4698578	0.1227537	-0.7092279	-0.2305199	1.001782	3640.443	"results/1028bKA/brms.single/summary_clean_uncontrolled.txt"	"1028bKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"morph tense ⇒ case | OV"
"fixed_V3"	0.6155247	0.1323462	0.3596523	0.8717265	1.002345	3430.705	"results/1028bKA/brms.single/summary_clean_uncontrolled.txt"	"1028bKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"morph tense ⇒ case | OV"
"fixed_intercept"	-1.5293393	0.1873313	-1.9103978	-1.177677	1.001315	2389.998	"results/1028cKA/brms.single/summary_clean_uncontrolled.txt"	"1028cKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"case ⇒ morph tense | OV"
"fixed_V3"	0.9593696	0.1935698	0.6017608	1.35217	1.001231	2619.042	"results/1028cKA/brms.single/summary_clean_uncontrolled.txt"	"1028cKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"case ⇒ morph tense | OV"
"fixed_intercept"	-0.9807682	0.05769464	-1.090054	-0.8694462	1.000601	3580.946	"results/1053KA/brms.single/summary_clean_uncontrolled.txt"	"1053KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"hierarchy"	"agr Dets ⇒ agr Mods"
"fixed_V3"	2.2442186	0.10712876	2.034709	2.4472542	1.001458	3332.211	"results/1053KA/brms.single/summary_clean_uncontrolled.txt"	"1053KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"hierarchy"	"agr Dets ⇒ agr Mods"
"fixed_intercept"	-0.319247	0.07931873	-0.478197	-0.1624319	1.000261	3498.11	"results/1111KA/brms.single/summary_clean_uncontrolled.txt"	"1111KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"no infl morph ⇒ fixed order args"
"fixed_V3"	0.6163169	0.09994584	0.4164036	0.8100705	1.000201	3432.055	"results/1111KA/brms.single/summary_clean_uncontrolled.txt"	"1111KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"no infl morph ⇒ fixed order args"
"fixed_intercept"	-0.3661769	0.08427852	-0.5292905	-0.2012959	1.000526	3501.036	"results/1114KA/brms.single/summary_clean_uncontrolled.txt"	"1114KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"VO ⇒ Comp-S"
"fixed_V3"	1.8383898	0.15549429	1.540499	2.1530431	1.000395	2902.908	"results/1114KA/brms.single/summary_clean_uncontrolled.txt"	"1114KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"VO ⇒ Comp-S"
"fixed_intercept"	0.2345699	0.07920539	0.0794129	0.38730231	1.000148	3415.357	"results/1142aKA/brms.single/summary_clean_uncontrolled.txt"	"1142aKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"passive ⇒ SVO"
"fixed_V3"	-0.1402612	0.12304175	-0.3806738	0.09637314	1.000708	3521.447	"results/1142aKA/brms.single/summary_clean_uncontrolled.txt"	"1142aKA"	TRUE	"no (not supported, 95% CI does not exclude zero)"	"broad word order"	"passive ⇒ SVO"
"fixed_intercept"	-0.2787854	0.074422	-0.4222375	-0.1324054	1.000876	3498.937	"results/1142bKA/brms.single/summary_clean_uncontrolled.txt"	"1142bKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"no passive ⇒ SOV"
"fixed_V3"	0.2757087	0.1240608	0.0320561	0.5191627	1.001804	3155.312	"results/1142bKA/brms.single/summary_clean_uncontrolled.txt"	"1142bKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"no passive ⇒ SOV"
"fixed_intercept"	1.514433	0.1534701	1.218361	1.81687	1.000787	3283.407	"results/1152KA/brms.single/summary_clean_uncontrolled.txt"	"1152KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"Rel-N ⇒ N-Rel"
"fixed_V3"	-3.111965	0.169817	-3.446766	-2.775713	1.000643	3139.805	"results/1152KA/brms.single/summary_clean_uncontrolled.txt"	"1152KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"Rel-N ⇒ N-Rel"
"fixed_intercept"	-2.805951	0.1243177	-3.059067	-2.568326	1.003555	1743.18	"results/1163KA/brms.single/summary_clean_uncontrolled.txt"	"1163KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"hierarchy"	"indefinite Art ⇒ definite Art"
"fixed_V3"	1.942678	0.1506794	1.653105	2.246217	1.003217	1854.769	"results/1163KA/brms.single/summary_clean_uncontrolled.txt"	"1163KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"hierarchy"	"indefinite Art ⇒ definite Art"
"fixed_intercept"	-0.7575477	0.06942547	-0.8969162	-0.6200652	1.000849	3031.933	"results/1216KA/brms.single/summary_clean_uncontrolled.txt"	"1216KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"N-Adp ⇒ case (noun)"
"fixed_V3"	1.3838528	0.09890628	1.1886459	1.575257	1.001936	3556.538	"results/1216KA/brms.single/summary_clean_uncontrolled.txt"	"1216KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"N-Adp ⇒ case (noun)"
"fixed_intercept"	-2.321108	0.1314872	-2.597323	-2.074845	1.001181	2050.258	"results/1267aKA/brms.single/summary_clean_uncontrolled.txt"	"1267aKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"ergative ⇒ VSO | SOV"
"fixed_V3"	1.578708	0.1522717	1.285579	1.89397	1.000732	2268.401	"results/1267aKA/brms.single/summary_clean_uncontrolled.txt"	"1267aKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"ergative ⇒ VSO | SOV"
"fixed_intercept"	-2.26745	0.1876897	-2.639251	-1.915818	1.001388	2415.506	"results/1267bKA/brms.single/summary_clean_uncontrolled.txt"	"1267bKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"SVO ⇒ not ergative"
"fixed_V3"	2.230309	0.1940579	1.862126	2.620454	1.000804	2693.387	"results/1267bKA/brms.single/summary_clean_uncontrolled.txt"	"1267bKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"SVO ⇒ not ergative"
"fixed_intercept"	-2.8443386	0.1613266	-3.1700705	-2.548292	1.001546	2738.293	"results/1334aKA/brms.single/summary_clean_uncontrolled.txt"	"1334aKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"Adp-N & Rel-N ⇒ Gen-N"
"fixed_V3"	0.2927196	0.2262746	-0.1437785	0.7365699	1.003559	2700.612	"results/1334aKA/brms.single/summary_clean_uncontrolled.txt"	"1334aKA"	TRUE	"no (not supported, 95% CI does not exclude zero)"	"narrow word order"	"Adp-N & Rel-N ⇒ Gen-N"
"fixed_intercept"	-3.6776965	0.1973452	-4.08079913	-3.302309	1.001424	3061.922	"results/1334bKA/brms.single/summary_clean_uncontrolled.txt"	"1334bKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"Adp-N & Rel-N & Gen-N ⇒ Adj-N"
"fixed_V3"	0.7074634	0.3218919	0.05403665	1.328184	1.001757	3071.181	"results/1334bKA/brms.single/summary_clean_uncontrolled.txt"	"1334bKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"Adp-N & Rel-N & Gen-N ⇒ Adj-N"
"fixed_intercept"	-5.87874	0.647441	-7.3251494	-4.790758	1.005059	1542.744	"results/1334cKA/brms.single/summary_clean_uncontrolled.txt"	"1334cKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"Ap-N & RC-N & Ge-N & Aj-N ⇒ Dm-N"
"fixed_V3"	2.214947	0.6928586	0.9710313	3.714039	1.003886	1637.085	"results/1334cKA/brms.single/summary_clean_uncontrolled.txt"	"1334cKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"Ap-N & RC-N & Ge-N & Aj-N ⇒ Dm-N"
"fixed_intercept"	-0.2119831	0.08682006	-0.3801642	-0.04200066	1.000995	3451.017	"results/1341KA/brms.single/summary_clean_uncontrolled.txt"	"1341KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"verb reci/refl ⇒ verb agr S"
"fixed_V3"	0.9481449	0.11017281	0.7364517	1.17038414	1.000723	3377.163	"results/1341KA/brms.single/summary_clean_uncontrolled.txt"	"1341KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"verb reci/refl ⇒ verb agr S"
"fixed_intercept"	-1.3766258	0.07285066	-1.5200158	-1.232175	1.001167	2919.097	"results/1349KA/brms.single/summary_clean_uncontrolled.txt"	"1349KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"weak PL ⇒ Num Cl"
"fixed_V3"	0.8278883	0.11939452	0.5864938	1.059912	1.000471	2990.964	"results/1349KA/brms.single/summary_clean_uncontrolled.txt"	"1349KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"weak PL ⇒ Num Cl"
"fixed_intercept"	-0.5402829	0.07238742	-0.6825352	-0.4019427	1.000843	2936.191	"results/1372KA/brms.single/summary_clean_uncontrolled.txt"	"1372KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"verb HAVE ⇒ SVO"
"fixed_V3"	0.5213929	0.11025096	0.3065621	0.734185	1.000827	3757.894	"results/1372KA/brms.single/summary_clean_uncontrolled.txt"	"1372KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"verb HAVE ⇒ SVO"
"fixed_intercept"	-0.7650583	0.08686994	-0.9376992	-0.5958637	1.001437	3024.799	"results/1415KA/brms.single/summary_clean_uncontrolled.txt"	"1415KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"poss agr ⇒ verb agr S"
"fixed_V3"	1.1369563	0.10898865	0.9216714	1.3539004	1.001045	2953.303	"results/1415KA/brms.single/summary_clean_uncontrolled.txt"	"1415KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"poss agr ⇒ verb agr S"
"fixed_intercept"	-1.2580903	0.09624479	-1.44817278	-1.073182	1.001165	3055.032	"results/1427KA/brms.single/summary_clean_uncontrolled.txt"	"1427KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"no prefix ⇒ inflectional local cases"
"fixed_V3"	0.3141337	0.12584394	0.06470595	0.558527	1.000573	3083.912	"results/1427KA/brms.single/summary_clean_uncontrolled.txt"	"1427KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"no prefix ⇒ inflectional local cases"
"fixed_intercept"	0.08806376	0.07057864	-0.0503141	0.2229182	1.003288	3190.287	"results/1430KA/brms.single/summary_clean_uncontrolled.txt"	"1430KA"	TRUE	"no (not supported, 95% CI does not exclude zero)"	"other"	"N-poss suff ⇒ no PRS Cop"
"fixed_V3"	0.45047522	0.11142831	0.2308895	0.6657375	1.001312	3323.554	"results/1430KA/brms.single/summary_clean_uncontrolled.txt"	"1430KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"N-poss suff ⇒ no PRS Cop"
"fixed_intercept"	0.7918994	0.07791665	0.6388092	0.9428857	1.001659	3587.013	"results/1431mKA/brms.single/summary_clean_uncontrolled.txt"	"1431mKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"less case ⇒ more tense"
"fixed_V3"	-0.9501345	0.10150575	-1.1533732	-0.7570852	1.002655	3624.066	"results/1431mKA/brms.single/summary_clean_uncontrolled.txt"	"1431mKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"less case ⇒ more tense"
"fixed_intercept"	-0.3847906	0.1054197	-0.5951219	-0.1766091	1.00217	3256.897	"results/1431nKA/brms.single/summary_clean_uncontrolled.txt"	"1431nKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"more case ⇒ less tense"
"fixed_V3"	-0.597012	0.1222438	-0.8316434	-0.3506939	1.000338	3215.232	"results/1431nKA/brms.single/summary_clean_uncontrolled.txt"	"1431nKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"more case ⇒ less tense"
"fixed_intercept"	-1.4939111	0.116774	-1.7291945	-1.27062	1.000793	2677.892	"results/1434KA/brms.single/summary_clean_uncontrolled.txt"	"1434KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"many tenses ⇒ no aspect"
"fixed_V3"	0.9467361	0.13289020000000001	0.6964667	1.211946	1.000642	2933.627	"results/1434KA/brms.single/summary_clean_uncontrolled.txt"	"1434KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"many tenses ⇒ no aspect"
"fixed_intercept"	0.451302	0.08204558	0.2896684	0.61289918	1.001003	3331.655	"results/1436KA/brms.single/summary_clean_uncontrolled.txt"	"1436KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"N-Adj ⇒ PRS overt cop"
"fixed_V3"	-0.1504559	0.10201769	-0.3534807	0.05121587	1.000256	3208.803	"results/1436KA/brms.single/summary_clean_uncontrolled.txt"	"1436KA"	TRUE	"no (not supported, 95% CI does not exclude zero)"	"broad word order"	"N-Adj ⇒ PRS overt cop"
"fixed_intercept"	0.1041411	0.05438112	-0.001301727	0.2111207	1.00123	3427.192	"results/1499KA/brms.single/summary_clean_uncontrolled.txt"	"1499KA"	TRUE	"no (not supported, 95% CI does not exclude zero)"	"other"	"SVC ⇒ little infl"
"fixed_V3"	1.2087929	0.28707524	0.667109843	1.7805405	1.001084	3514.943	"results/1499KA/brms.single/summary_clean_uncontrolled.txt"	"1499KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"SVC ⇒ little infl"
"fixed_intercept"	-1.76971113	0.1004782	-1.9688409	-1.5755911	1.001723	3044.506	"results/1531KA/brms.single/summary_clean_uncontrolled.txt"	"1531KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"V-initial ⇒ prefixes"
"fixed_V3"	0.06519443	0.1454511	-0.2277905	0.3440018	1.000793	3231.679	"results/1531KA/brms.single/summary_clean_uncontrolled.txt"	"1531KA"	TRUE	"no (not supported, 95% CI does not exclude zero)"	"broad word order"	"V-initial ⇒ prefixes"
"fixed_intercept"	-1.952693	0.08124534	-2.1140507	-1.796135	1.000996	3409.66	"results/1534KA/brms.single/summary_clean_uncontrolled.txt"	"1534KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"V-initial ⇒ Q-Sent"
"fixed_V3"	0.757859	0.17719449	0.4091645	1.099123	1.000534	3453.352	"results/1534KA/brms.single/summary_clean_uncontrolled.txt"	"1534KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"V-initial ⇒ Q-Sent"
"fixed_intercept"	-2.1174732	0.130142	-2.3781312	-1.867717	1.002216	2186.289	"results/1537KA/brms.single/summary_clean_uncontrolled.txt"	"1537KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"V-initial ⇒ C-Sent"
"fixed_V3"	0.6718491	0.1790714	0.3365054	1.023419	1.002487	2649.364	"results/1537KA/brms.single/summary_clean_uncontrolled.txt"	"1537KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"V-initial ⇒ C-Sent"
"fixed_intercept"	-2.404653	0.207229	-2.8461735	-2.018132	1.001408	2515.198	"results/1544KA/brms.single/summary_clean_uncontrolled.txt"	"1544KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"V-initial ⇒ verbal case"
"fixed_V3"	0.691872	0.221449	0.2784555	1.145745	1.000783	2664.837	"results/1544KA/brms.single/summary_clean_uncontrolled.txt"	"1544KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"V-initial ⇒ verbal case"
"fixed_intercept"	-1.606754	0.07945746	-1.764862	-1.452674	1.002128	4067.298	"results/1545KA/brms.single/summary_clean_uncontrolled.txt"	"1545KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"V-initial ⇒ N-Dem-Num-Adj"
"fixed_V3"	-1.868033	0.26754197	-2.427928	-1.371783	1.005454	1598.505	"results/1545KA/brms.single/summary_clean_uncontrolled.txt"	"1545KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"V-initial ⇒ N-Dem-Num-Adj"
"fixed_intercept"	-0.2580738	0.06379872	-0.3859213	-0.1345685	1.000962	3229.909	"results/1546aKA/brms.single/summary_clean_uncontrolled.txt"	"1546aKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"V-final ⇒ more Adj-N agr"
"fixed_V3"	-0.6184241	0.10834308	-0.8287508	-0.4123605	1.002221	2938.389	"results/1546aKA/brms.single/summary_clean_uncontrolled.txt"	"1546aKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"V-final ⇒ more Adj-N agr"
"fixed_intercept"	-2.053886	0.1197503	-2.2912218	-1.8220003	1.001119	3058.531	"results/1546bKA/brms.single/summary_clean_uncontrolled.txt"	"1546bKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"V-initial ⇒ less Adj-N agr"
"fixed_V3"	0.236589	0.1517764	-0.06408077	0.5307148	1.001072	3071.629	"results/1546bKA/brms.single/summary_clean_uncontrolled.txt"	"1546bKA"	TRUE	"no (not supported, 95% CI does not exclude zero)"	"broad word order"	"V-initial ⇒ less Adj-N agr"
"fixed_intercept"	-1.0872251	0.1138868	-1.3140679	-0.8667445	1.000145	3345.278	"results/1548aKA/brms.single/summary_clean_uncontrolled.txt"	"1548aKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"V-final ⇒ no several Art"
"fixed_V3"	0.7400088	0.1246842	0.5034404	0.9854006	1.00001	3386.63	"results/1548aKA/brms.single/summary_clean_uncontrolled.txt"	"1548aKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"V-final ⇒ no several Art"
"fixed_intercept"	-1.9996122	0.07453818	-2.1433724	-1.855387	1.0013654	2938.124	"results/1548bKA/brms.single/summary_clean_uncontrolled.txt"	"1548bKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"V-initial ⇒ several Art"
"fixed_V3"	0.8032915	0.14085906	0.5253944	1.077117	0.9999617	2945.76	"results/1548bKA/brms.single/summary_clean_uncontrolled.txt"	"1548bKA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"V-initial ⇒ several Art"
"fixed_intercept"	-2.480911	0.1099212	-2.694617	-2.267207	1.002708	2159.045	"results/1549KA/brms.single/summary_clean_uncontrolled.txt"	"1549KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"V-initial ⇒ N-Gen"
"fixed_V3"	1.327629	0.1395485	1.049463	1.606985	1.004278	2540.965	"results/1549KA/brms.single/summary_clean_uncontrolled.txt"	"1549KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"V-initial ⇒ N-Gen"
"fixed_intercept"	-4.040403	0.469626	-5.056414	-3.21091	1.001841	1574.247	"results/1550KA/brms.single/summary_clean_uncontrolled.txt"	"1550KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"V-initial ⇒ N-Rel"
"fixed_V3"	2.482617	0.4727753	1.648717	3.51352	1.001549	1678.407	"results/1550KA/brms.single/summary_clean_uncontrolled.txt"	"1550KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"narrow word order"	"V-initial ⇒ N-Rel"
"fixed_intercept"	-2.1734938	0.1039921	-2.378438	-1.970558	1.003555	2388.14	"results/1559KA/brms.single/summary_clean_uncontrolled.txt"	"1559KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"V-initial ⇒ passive voice"
"fixed_V3"	0.8004119	0.1401673	0.528242	1.079672	1.001457	2572.998	"results/1559KA/brms.single/summary_clean_uncontrolled.txt"	"1559KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"V-initial ⇒ passive voice"
"fixed_intercept"	-1.26782	0.08859271	-1.444679	-1.0982415	1.000803	3750.065	"results/1561KA/brms.single/summary_clean_uncontrolled.txt"	"1561KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"V-initial ⇒ no overt copula"
"fixed_V3"	-1.187738	0.14676112	-1.4787	-0.9014782	1.002493	2525.859	"results/1561KA/brms.single/summary_clean_uncontrolled.txt"	"1561KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"V-initial ⇒ no overt copula"
"fixed_intercept"	-0.5951251	0.07360672	-0.7390743	-0.4552643	1.000113	3361.427	"results/1586KA/brms.single/summary_clean_uncontrolled.txt"	"1586KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"Poss head-m ⇒ alien-ina opp"
"fixed_V3"	1.4599446	0.11264331	1.2364438	1.686248	1.00157	3072.774	"results/1586KA/brms.single/summary_clean_uncontrolled.txt"	"1586KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"Poss head-m ⇒ alien-ina opp"
"fixed_intercept"	-0.7959584	0.06762452	-0.9265095	-0.6621501	1.001994	3149.338	"results/1589KA/brms.single/summary_clean_uncontrolled.txt"	"1589KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"V-final ⇒ postp & suff"
"fixed_V3"	0.86805619999999994	0.11570121	0.6416232	1.0951795	1.000687	3005.646	"results/1589KA/brms.single/summary_clean_uncontrolled.txt"	"1589KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"V-final ⇒ postp & suff"
"fixed_intercept"	-2.546104	0.1358331	-2.822255	-2.287275	1.002104	1970.818	"results/1591KA/brms.single/summary_clean_uncontrolled.txt"	"1591KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"int Rel ⇒ SOV"
"fixed_V3"	1.433766	0.1761208	1.092188	1.792953	1.003031	2245.552	"results/1591KA/brms.single/summary_clean_uncontrolled.txt"	"1591KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"int Rel ⇒ SOV"
"fixed_intercept"	-2.455205	0.1367672	-2.7307287	-2.1984	1.001679	2061.525	"results/1592KA/brms.single/summary_clean_uncontrolled.txt"	"1592KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"int Rel ⇒ left-branching NP"
"fixed_V3"	1.095409	0.1715691	0.7651594	1.436046	1.001167	2403.333	"results/1592KA/brms.single/summary_clean_uncontrolled.txt"	"1592KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"broad word order"	"int Rel ⇒ left-branching NP"
"fixed_intercept"	-2.3753513	0.2170147	-2.8192526	-1.973074	1.001869	2864.842	"results/1593KA/brms.single/summary_clean_uncontrolled.txt"	"1593KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"int Rel ⇒ null anaphora"
"fixed_V3"	0.5568242	0.2406802	0.1004294	1.049585	1.000816	3095.92	"results/1593KA/brms.single/summary_clean_uncontrolled.txt"	"1593KA"	FALSE	"yes (supported, 95% CI excludes zero)"	"other"	"int Rel ⇒ null anaphora"
"fixed_intercept"	-0.002715762	0.06567488	-0.1298816	0.1222999	1.000606	3408.504	"results/1610KA/brms.single/summary_clean_uncontrolled.txt"	"1610KA"	TRUE	"no (not supported, 95% CI does not exclude zero)"	"broad word order"	"patient agr ⇒ V-initial|V-final"
"fixed_V3"	0.01937651	0.09139588	-0.1617934	0.1966752	1.000843	3108.295	"results/1610KA/brms.single/summary_clean_uncontrolled.txt"	"1610KA"	TRUE	"no (not supported, 95% CI does not exclude zero)"	"broad word order"	"patient agr ⇒ V-initial|V-final"
